angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.0,"[851, 192, 277, 335]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[845, 189, 281, 340]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[849, 192, 279, 336]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[850, 192, 278, 336]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[848, 191, 280, 339]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[848, 191, 280, 339]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[848, 191, 280, 339]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[849, 192, 280, 336]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[850, 191, 279, 337]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[849, 190, 280, 339]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[849, 191, 280, 338]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[849, 191, 280, 338]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[852, 193, 278, 336]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[853, 193, 278, 335]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[851, 193, 279, 337]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[851, 193, 279, 336]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[851, 193, 279, 336]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[834, 164, 296, 377]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[834, 164, 296, 377]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[835, 165, 296, 376]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[835, 165, 296, 376]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[835, 164, 296, 378]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[836, 165, 294, 375]",0.0,0.0,0.98,0.0,0.0,0.02
0.0,"[836, 164, 294, 377]",0.0,0.0,0.98,0.0,0.0,0.02
0.0,"[840, 169, 291, 374]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[840, 169, 291, 374]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[840, 169, 291, 374]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[839, 164, 294, 377]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[839, 164, 294, 377]",0.0,0.0,0.99,0.0,0.0,0.01
0.0,"[842, 165, 293, 376]",0.0,0.0,0.98,0.0,0.0,0.02
0.0,"[842, 165, 293, 376]",0.0,0.0,0.98,0.0,0.0,0.02
0.0,"[838, 164, 294, 376]",0.0,0.0,0.97,0.0,0.0,0.02
0.0,"[844, 179, 299, 356]",0.0,0.0,0.98,0.0,0.0,0.02
0.0,"[844, 179, 299, 356]",0.0,0.0,0.98,0.0,0.0,0.02
0.0,"[841, 164, 294, 377]",0.0,0.0,0.98,0.0,0.0,0.01
0.0,"[841, 164, 294, 377]",0.0,0.0,0.98,0.0,0.0,0.01
0.0,"[841, 164, 294, 377]",0.0,0.0,0.98,0.0,0.0,0.01
0.0,"[838, 162, 298, 381]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[838, 162, 298, 381]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[854, 189, 283, 341]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[854, 189, 283, 341]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[854, 189, 283, 341]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[852, 186, 285, 346]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[852, 187, 286, 345]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[852, 187, 284, 344]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[852, 187, 283, 344]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[852, 187, 283, 344]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[850, 182, 287, 349]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[850, 182, 287, 349]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[842, 170, 290, 366]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[842, 170, 290, 366]",0.0,0.0,1.0,0.0,0.0,0.0
0.0,"[842, 170, 290, 366]",0.0,0.0,1.0,0.0,0.0,0.0
0.01,"[841, 201, 279, 347]",0.0,0.05,0.0,0.88,0.05,0.01
0.01,"[841, 202, 279, 346]",0.0,0.05,0.0,0.87,0.06,0.01
0.01,"[813, 179, 297, 378]",0.0,0.02,0.0,0.89,0.08,0.0
0.01,"[813, 179, 297, 378]",0.0,0.02,0.0,0.88,0.09,0.0
0.01,"[813, 179, 297, 378]",0.0,0.02,0.0,0.88,0.09,0.0
0.01,"[816, 179, 298, 382]",0.0,0.02,0.0,0.88,0.09,0.0
0.01,"[816, 179, 298, 382]",0.0,0.02,0.0,0.88,0.09,0.0
0.02,"[818, 182, 293, 383]",0.0,0.03,0.0,0.77,0.17,0.0
0.02,"[818, 183, 294, 382]",0.0,0.03,0.0,0.77,0.18,0.0
0.02,"[818, 182, 294, 383]",0.0,0.02,0.0,0.86,0.11,0.0
0.04,"[818, 184, 297, 383]",0.0,0.06,0.0,0.56,0.33,0.01
0.04,"[818, 184, 297, 383]",0.0,0.07,0.0,0.56,0.32,0.01
0.04,"[818, 183, 295, 380]",0.0,0.07,0.0,0.52,0.35,0.02
0.04,"[818, 183, 296, 380]",0.0,0.07,0.0,0.52,0.34,0.02
0.04,"[818, 183, 296, 380]",0.0,0.07,0.0,0.53,0.34,0.02
0.09,"[833, 212, 279, 350]",0.0,0.11,0.0,0.3,0.48,0.01
0.09,"[833, 212, 279, 350]",0.0,0.11,0.0,0.31,0.47,0.01
0.08,"[818, 186, 296, 376]",0.0,0.1,0.0,0.29,0.45,0.08
0.08,"[818, 186, 296, 376]",0.0,0.11,0.0,0.3,0.44,0.08
0.08,"[818, 186, 296, 376]",0.0,0.11,0.0,0.3,0.44,0.08
0.07,"[820, 181, 300, 384]",0.0,0.09,0.0,0.42,0.36,0.06
0.07,"[820, 181, 300, 384]",0.0,0.08,0.0,0.42,0.36,0.06
0.11,"[819, 185, 295, 375]",0.0,0.08,0.0,0.29,0.42,0.09
0.09,"[819, 185, 295, 376]",0.0,0.1,0.0,0.32,0.37,0.12
0.09,"[819, 185, 295, 376]",0.0,0.1,0.0,0.32,0.37,0.12
0.1,"[819, 185, 295, 376]",0.0,0.11,0.0,0.26,0.41,0.11
0.1,"[819, 185, 295, 376]",0.0,0.12,0.0,0.26,0.41,0.12
0.16,"[819, 184, 295, 374]",0.0,0.09,0.0,0.27,0.4,0.08
0.15,"[819, 185, 295, 373]",0.0,0.08,0.0,0.3,0.4,0.07
0.15,"[819, 185, 295, 373]",0.0,0.08,0.0,0.3,0.4,0.07
0.17,"[819, 184, 296, 374]",0.0,0.1,0.0,0.28,0.38,0.08
0.14,"[819, 183, 296, 375]",0.0,0.09,0.0,0.33,0.39,0.06
0.14,"[820, 183, 295, 375]",0.0,0.08,0.0,0.37,0.35,0.05
0.14,"[820, 183, 295, 375]",0.0,0.08,0.0,0.37,0.35,0.06
0.14,"[820, 183, 295, 375]",0.0,0.08,0.0,0.37,0.35,0.06
0.13,"[820, 184, 295, 373]",0.0,0.07,0.0,0.4,0.35,0.05
0.13,"[820, 184, 295, 373]",0.0,0.07,0.0,0.4,0.35,0.05
0.14,"[820, 184, 295, 374]",0.0,0.09,0.0,0.34,0.38,0.05
0.14,"[820, 184, 295, 374]",0.0,0.1,0.0,0.34,0.38,0.05
0.13,"[820, 185, 295, 374]",0.0,0.1,0.0,0.35,0.36,0.06
0.1,"[821, 186, 294, 375]",0.0,0.12,0.0,0.37,0.32,0.09
0.1,"[821, 186, 294, 375]",0.0,0.12,0.0,0.37,0.32,0.09
0.09,"[820, 185, 296, 376]",0.0,0.13,0.0,0.32,0.37,0.09
0.09,"[820, 185, 296, 376]",0.0,0.13,0.0,0.32,0.37,0.09
0.09,"[820, 185, 296, 376]",0.0,0.13,0.0,0.32,0.37,0.09
0.1,"[820, 185, 296, 376]",0.0,0.15,0.0,0.3,0.36,0.09
0.1,"[820, 185, 296, 376]",0.0,0.16,0.0,0.29,0.36,0.09
0.1,"[820, 186, 295, 375]",0.0,0.15,0.0,0.28,0.38,0.09
0.11,"[820, 186, 295, 375]",0.0,0.15,0.0,0.27,0.38,0.09
0.11,"[820, 186, 295, 375]",0.0,0.15,0.0,0.27,0.38,0.09
0.13,"[820, 186, 295, 373]",0.0,0.17,0.0,0.21,0.43,0.06
0.09,"[820, 186, 295, 374]",0.0,0.17,0.0,0.29,0.39,0.06
0.12,"[820, 186, 295, 373]",0.0,0.19,0.0,0.2,0.43,0.06
0.08,"[820, 186, 295, 374]",0.0,0.19,0.0,0.28,0.39,0.06
0.08,"[820, 186, 295, 374]",0.0,0.19,0.0,0.28,0.39,0.06
0.14,"[820, 184, 295, 375]",0.0,0.13,0.0,0.22,0.46,0.05
0.13,"[819, 185, 296, 374]",0.0,0.18,0.0,0.2,0.43,0.05
0.14,"[820, 184, 295, 375]",0.0,0.14,0.0,0.21,0.48,0.03
0.14,"[820, 184, 295, 375]",0.0,0.14,0.0,0.21,0.48,0.03
0.14,"[820, 184, 295, 375]",0.0,0.14,0.0,0.21,0.48,0.03
0.15,"[820, 180, 299, 380]",0.0,0.12,0.0,0.24,0.47,0.02
0.15,"[820, 180, 299, 380]",0.0,0.12,0.0,0.24,0.47,0.02
0.16,"[820, 185, 294, 374]",0.0,0.17,0.0,0.16,0.45,0.05
0.15,"[820, 186, 295, 373]",0.0,0.19,0.0,0.18,0.42,0.06
0.14,"[820, 186, 295, 373]",0.0,0.19,0.0,0.18,0.42,0.06
0.16,"[821, 187, 293, 372]",0.0,0.16,0.0,0.17,0.48,0.04
0.15,"[821, 187, 293, 372]",0.0,0.16,0.0,0.17,0.48,0.04
0.19,"[821, 186, 294, 373]",0.0,0.14,0.0,0.2,0.37,0.09
0.2,"[821, 186, 294, 373]",0.0,0.13,0.0,0.2,0.38,0.09
0.18,"[820, 186, 294, 373]",0.0,0.1,0.0,0.24,0.41,0.07
0.21,"[820, 186, 295, 373]",0.0,0.12,0.0,0.22,0.4,0.05
0.21,"[820, 186, 295, 373]",0.0,0.12,0.0,0.22,0.41,0.05
0.18,"[821, 186, 294, 374]",0.0,0.12,0.0,0.26,0.38,0.06
0.15,"[822, 181, 300, 382]",0.0,0.11,0.0,0.36,0.35,0.03
0.15,"[822, 181, 300, 382]",0.0,0.11,0.0,0.36,0.35,0.03
0.14,"[824, 183, 298, 379]",0.0,0.09,0.0,0.37,0.35,0.05
0.13,"[824, 183, 298, 380]",0.0,0.1,0.0,0.37,0.35,0.05
0.14,"[824, 183, 298, 379]",0.0,0.12,0.0,0.36,0.33,0.05
0.14,"[824, 183, 298, 379]",0.0,0.12,0.0,0.35,0.33,0.06
0.14,"[824, 183, 298, 379]",0.0,0.12,0.0,0.35,0.33,0.06
0.12,"[824, 186, 297, 374]",0.0,0.12,0.0,0.3,0.41,0.05
0.11,"[824, 186, 297, 374]",0.0,0.12,0.0,0.3,0.42,0.05
0.09,"[847, 200, 277, 350]",0.0,0.12,0.0,0.35,0.42,0.02
0.1,"[847, 199, 277, 351]",0.0,0.11,0.0,0.36,0.4,0.02
0.1,"[847, 199, 277, 351]",0.0,0.11,0.0,0.36,0.4,0.02
0.1,"[848, 200, 277, 350]",0.0,0.13,0.0,0.3,0.45,0.02
0.11,"[848, 200, 277, 350]",0.0,0.13,0.0,0.29,0.45,0.02
0.1,"[847, 200, 279, 351]",0.0,0.12,0.0,0.29,0.47,0.02
0.1,"[848, 200, 278, 351]",0.0,0.11,0.0,0.28,0.48,0.02
0.1,"[848, 200, 278, 351]",0.0,0.11,0.0,0.28,0.48,0.02
0.13,"[847, 200, 279, 351]",0.0,0.1,0.0,0.28,0.48,0.02
0.15,"[846, 199, 280, 352]",0.0,0.1,0.0,0.27,0.46,0.02
0.18,"[843, 198, 282, 356]",0.0,0.09,0.0,0.23,0.48,0.02
0.16,"[843, 198, 282, 357]",0.0,0.09,0.0,0.26,0.47,0.02
0.16,"[843, 198, 282, 357]",0.0,0.09,0.0,0.26,0.47,0.02
0.13,"[828, 186, 293, 372]",0.0,0.12,0.0,0.22,0.52,0.01
0.13,"[828, 186, 293, 372]",0.0,0.12,0.0,0.21,0.52,0.01
0.13,"[828, 184, 294, 374]",0.0,0.15,0.0,0.22,0.48,0.02
0.13,"[828, 184, 294, 374]",0.0,0.15,0.0,0.22,0.48,0.02
0.1,"[843, 201, 282, 354]",0.0,0.14,0.0,0.31,0.44,0.01
