angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.0,"[784, 228, 261, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[781, 226, 264, 354]",0.0,0.0,0.96,0.03,0.0,0.0
0.0,"[781, 225, 264, 355]",0.0,0.0,0.95,0.04,0.0,0.0
0.0,"[781, 225, 264, 355]",0.0,0.0,0.95,0.04,0.0,0.0
0.0,"[783, 235, 265, 352]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[780, 224, 265, 355]",0.0,0.0,0.96,0.03,0.0,0.0
0.0,"[784, 235, 265, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[783, 235, 265, 352]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[785, 236, 264, 351]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[785, 236, 264, 351]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[784, 236, 265, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[785, 235, 267, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[785, 236, 264, 351]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[785, 236, 264, 351]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[785, 235, 264, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[781, 225, 266, 357]",0.0,0.0,0.95,0.04,0.0,0.01
0.0,"[784, 236, 266, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[784, 236, 265, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[784, 236, 265, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[784, 236, 266, 350]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[784, 236, 266, 350]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[783, 232, 266, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[781, 232, 268, 349]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[781, 232, 268, 349]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[781, 231, 270, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[781, 231, 270, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[780, 230, 271, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[780, 230, 271, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[780, 230, 271, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[780, 231, 270, 351]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[782, 231, 267, 350]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[781, 231, 268, 350]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[782, 232, 267, 349]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[780, 230, 268, 351]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[778, 233, 271, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[778, 233, 271, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[777, 234, 272, 352]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[777, 234, 272, 352]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[777, 234, 272, 352]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[777, 235, 272, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[777, 235, 272, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[777, 235, 272, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[778, 234, 272, 353]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[778, 234, 272, 353]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[777, 236, 273, 352]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[777, 236, 273, 352]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[778, 232, 267, 352]",0.0,0.01,0.95,0.03,0.0,0.01
0.0,"[779, 231, 266, 353]",0.0,0.0,0.95,0.03,0.0,0.01
0.0,"[779, 231, 266, 353]",0.0,0.0,0.95,0.03,0.0,0.01
0.0,"[779, 231, 266, 354]",0.0,0.01,0.95,0.03,0.0,0.01
0.0,"[779, 231, 266, 354]",0.0,0.01,0.95,0.03,0.0,0.01
0.0,"[780, 232, 265, 353]",0.0,0.01,0.92,0.06,0.0,0.01
0.0,"[780, 232, 265, 353]",0.0,0.01,0.92,0.06,0.0,0.01
0.0,"[780, 232, 265, 353]",0.0,0.01,0.92,0.06,0.0,0.01
0.0,"[779, 239, 269, 352]",0.0,0.01,0.95,0.04,0.01,0.0
0.0,"[779, 239, 269, 352]",0.0,0.01,0.95,0.03,0.01,0.0
0.0,"[782, 241, 272, 349]",0.0,0.01,0.88,0.1,0.01,0.0
0.0,"[782, 241, 272, 349]",0.0,0.01,0.88,0.1,0.0,0.0
0.0,"[782, 241, 272, 349]",0.0,0.01,0.88,0.1,0.0,0.0
0.02,"[782, 242, 274, 348]",0.0,0.02,0.81,0.15,0.01,0.0
0.01,"[783, 243, 273, 346]",0.0,0.02,0.85,0.11,0.01,0.0
0.03,"[781, 242, 275, 349]",0.0,0.04,0.77,0.14,0.01,0.0
0.03,"[783, 236, 268, 357]",0.0,0.06,0.86,0.04,0.01,0.01
0.04,"[783, 236, 268, 357]",0.0,0.06,0.85,0.04,0.01,0.01
0.02,"[783, 244, 273, 345]",0.0,0.03,0.77,0.17,0.0,0.01
0.02,"[783, 244, 273, 345]",0.0,0.03,0.77,0.17,0.0,0.01
0.04,"[784, 242, 273, 347]",0.0,0.06,0.72,0.16,0.01,0.01
0.04,"[784, 242, 273, 347]",0.0,0.07,0.72,0.16,0.01,0.01
0.04,"[784, 242, 273, 347]",0.0,0.07,0.72,0.16,0.01,0.01
0.27,"[781, 241, 278, 345]",0.0,0.29,0.1,0.25,0.07,0.03
0.2,"[781, 241, 277, 346]",0.0,0.23,0.14,0.35,0.06,0.02
0.26,"[781, 241, 280, 348]",0.0,0.19,0.02,0.32,0.18,0.02
0.29,"[781, 241, 280, 349]",0.0,0.21,0.02,0.31,0.15,0.02
0.28,"[781, 241, 281, 349]",0.0,0.21,0.02,0.32,0.15,0.02
0.35,"[781, 238, 281, 347]",0.0,0.2,0.01,0.23,0.18,0.04
0.32,"[781, 239, 281, 345]",0.0,0.21,0.01,0.24,0.17,0.05
0.27,"[781, 233, 282, 351]",0.0,0.19,0.01,0.21,0.23,0.09
0.26,"[781, 234, 282, 351]",0.0,0.18,0.01,0.27,0.21,0.08
0.26,"[781, 234, 282, 351]",0.0,0.18,0.01,0.27,0.21,0.08
0.07,"[782, 240, 273, 340]",0.0,0.17,0.0,0.39,0.37,0.0
0.09,"[783, 257, 285, 356]",0.0,0.19,0.0,0.54,0.13,0.04
0.09,"[783, 257, 285, 356]",0.0,0.19,0.0,0.54,0.13,0.05
0.16,"[784, 258, 281, 353]",0.0,0.2,0.0,0.42,0.19,0.03
0.19,"[786, 258, 279, 351]",0.0,0.25,0.0,0.33,0.19,0.05
0.19,"[786, 258, 279, 351]",0.0,0.25,0.0,0.33,0.19,0.05
0.2,"[783, 250, 287, 356]",0.0,0.34,0.0,0.19,0.23,0.05
0.2,"[783, 250, 287, 356]",0.0,0.34,0.0,0.18,0.23,0.05
0.2,"[783, 256, 285, 353]",0.0,0.45,0.0,0.08,0.25,0.02
0.2,"[783, 256, 285, 353]",0.0,0.45,0.0,0.08,0.25,0.02
0.2,"[783, 256, 285, 353]",0.0,0.45,0.0,0.08,0.25,0.02
0.25,"[782, 260, 284, 351]",0.0,0.38,0.0,0.05,0.3,0.01
0.25,"[782, 260, 284, 351]",0.0,0.4,0.0,0.05,0.29,0.01
0.25,"[783, 258, 285, 355]",0.0,0.41,0.0,0.05,0.27,0.01
0.26,"[783, 258, 285, 355]",0.0,0.4,0.0,0.05,0.27,0.01
0.26,"[783, 258, 285, 355]",0.0,0.4,0.0,0.05,0.27,0.01
0.22,"[782, 257, 284, 354]",0.0,0.44,0.0,0.05,0.28,0.01
0.22,"[782, 257, 284, 354]",0.0,0.44,0.0,0.05,0.28,0.01
0.22,"[781, 256, 285, 355]",0.0,0.42,0.0,0.06,0.3,0.01
0.24,"[781, 256, 285, 354]",0.0,0.41,0.0,0.06,0.29,0.01
0.24,"[781, 256, 285, 354]",0.0,0.41,0.0,0.06,0.29,0.01
0.22,"[781, 256, 284, 352]",0.0,0.43,0.0,0.05,0.29,0.01
0.19,"[782, 256, 283, 352]",0.0,0.44,0.0,0.06,0.3,0.01
0.21,"[781, 255, 285, 355]",0.0,0.5,0.0,0.05,0.22,0.02
0.21,"[781, 255, 285, 355]",0.0,0.5,0.0,0.05,0.22,0.02
0.21,"[781, 255, 285, 355]",0.0,0.5,0.0,0.05,0.22,0.02
0.14,"[780, 255, 284, 354]",0.0,0.58,0.0,0.04,0.25,0.0
0.14,"[780, 255, 284, 354]",0.0,0.58,0.0,0.03,0.24,0.0
0.09,"[791, 253, 263, 355]",0.0,0.64,0.0,0.03,0.24,0.0
0.08,"[791, 252, 263, 357]",0.0,0.68,0.0,0.03,0.21,0.0
0.08,"[791, 252, 263, 357]",0.0,0.68,0.0,0.03,0.21,0.0
0.07,"[793, 253, 260, 354]",0.0,0.72,0.0,0.02,0.19,0.0
0.07,"[793, 253, 261, 355]",0.0,0.71,0.0,0.02,0.2,0.0
0.04,"[793, 252, 261, 356]",0.0,0.78,0.0,0.02,0.15,0.0
0.07,"[782, 260, 282, 351]",0.0,0.75,0.0,0.02,0.17,0.0
0.07,"[782, 260, 282, 351]",0.0,0.75,0.0,0.02,0.17,0.0
0.06,"[795, 253, 259, 353]",0.0,0.72,0.0,0.02,0.19,0.0
0.06,"[795, 253, 259, 353]",0.0,0.72,0.0,0.02,0.19,0.0
0.06,"[795, 252, 259, 354]",0.0,0.73,0.0,0.02,0.19,0.0
0.06,"[795, 253, 259, 353]",0.0,0.73,0.0,0.02,0.19,0.0
0.06,"[795, 253, 259, 353]",0.0,0.73,0.0,0.02,0.19,0.0
0.06,"[795, 251, 260, 356]",0.0,0.75,0.0,0.02,0.17,0.0
0.06,"[795, 251, 260, 356]",0.0,0.75,0.0,0.02,0.17,0.0
0.05,"[793, 249, 261, 357]",0.0,0.77,0.0,0.02,0.16,0.0
0.05,"[794, 249, 260, 359]",0.0,0.8,0.0,0.01,0.13,0.0
0.05,"[794, 249, 260, 359]",0.0,0.8,0.0,0.01,0.13,0.0
0.05,"[794, 249, 260, 357]",0.0,0.78,0.0,0.02,0.15,0.0
0.05,"[794, 249, 260, 357]",0.0,0.78,0.0,0.02,0.15,0.0
0.06,"[795, 250, 260, 358]",0.0,0.78,0.0,0.02,0.15,0.0
0.06,"[795, 250, 260, 358]",0.0,0.78,0.0,0.02,0.15,0.0
0.06,"[795, 250, 260, 358]",0.0,0.78,0.0,0.02,0.15,0.0
0.07,"[786, 260, 280, 349]",0.0,0.68,0.0,0.02,0.24,0.0
0.07,"[786, 260, 280, 349]",0.0,0.68,0.0,0.02,0.24,0.0
0.06,"[786, 260, 281, 351]",0.0,0.7,0.0,0.02,0.22,0.0
0.06,"[787, 261, 281, 350]",0.0,0.65,0.0,0.01,0.27,0.0
0.06,"[787, 261, 281, 350]",0.0,0.65,0.0,0.01,0.27,0.0
0.09,"[787, 262, 282, 351]",0.0,0.62,0.0,0.02,0.27,0.0
0.09,"[787, 262, 282, 351]",0.0,0.62,0.0,0.02,0.27,0.0
0.09,"[789, 266, 279, 348]",0.0,0.61,0.0,0.01,0.29,0.0
0.09,"[789, 266, 279, 348]",0.0,0.61,0.0,0.01,0.29,0.0
0.09,"[789, 266, 279, 348]",0.0,0.61,0.0,0.01,0.29,0.0
0.1,"[790, 266, 275, 349]",0.0,0.69,0.0,0.01,0.2,0.0
0.1,"[790, 266, 275, 349]",0.0,0.69,0.0,0.01,0.21,0.0
0.16,"[791, 272, 268, 341]",0.0,0.54,0.0,0.01,0.29,0.0
0.16,"[791, 272, 268, 341]",0.0,0.54,0.0,0.01,0.29,0.0
0.16,"[791, 272, 268, 341]",0.0,0.54,0.0,0.01,0.29,0.0
0.11,"[790, 271, 269, 343]",0.0,0.61,0.0,0.01,0.27,0.0
0.11,"[790, 271, 269, 343]",0.0,0.6,0.0,0.01,0.28,0.0
0.14,"[789, 273, 269, 341]",0.0,0.52,0.0,0.01,0.33,0.0
0.14,"[789, 273, 269, 341]",0.0,0.52,0.0,0.01,0.33,0.0
0.14,"[789, 273, 269, 341]",0.0,0.52,0.0,0.01,0.33,0.0
0.11,"[789, 272, 269, 341]",0.0,0.53,0.0,0.0,0.35,0.0
0.11,"[789, 272, 269, 341]",0.0,0.53,0.0,0.0,0.35,0.0
0.17,"[788, 272, 269, 339]",0.0,0.46,0.0,0.01,0.36,0.0
0.17,"[788, 272, 269, 339]",0.0,0.46,0.0,0.01,0.36,0.0
0.17,"[788, 272, 269, 339]",0.0,0.46,0.0,0.01,0.36,0.0
0.17,"[789, 270, 269, 340]",0.0,0.44,0.0,0.0,0.38,0.0
0.17,"[789, 270, 269, 340]",0.0,0.44,0.0,0.0,0.38,0.0
0.16,"[789, 270, 271, 340]",0.0,0.45,0.0,0.0,0.38,0.0
0.16,"[789, 270, 271, 340]",0.0,0.45,0.0,0.0,0.38,0.0
0.16,"[789, 270, 271, 340]",0.0,0.45,0.0,0.0,0.38,0.0
0.13,"[789, 270, 271, 340]",0.0,0.52,0.0,0.01,0.34,0.0
0.13,"[789, 270, 271, 340]",0.0,0.52,0.0,0.01,0.34,0.0
0.15,"[791, 270, 271, 339]",0.0,0.48,0.0,0.01,0.37,0.0
0.15,"[791, 270, 271, 339]",0.0,0.48,0.0,0.01,0.37,0.0
0.15,"[791, 270, 271, 339]",0.0,0.48,0.0,0.01,0.37,0.0
0.13,"[792, 272, 270, 338]",0.0,0.54,0.0,0.01,0.32,0.0
0.13,"[792, 272, 270, 338]",0.0,0.54,0.0,0.01,0.32,0.0
0.13,"[793, 272, 269, 337]",0.0,0.55,0.0,0.0,0.31,0.0
0.13,"[793, 272, 269, 337]",0.0,0.55,0.0,0.0,0.31,0.0
0.13,"[793, 272, 269, 337]",0.0,0.55,0.0,0.0,0.31,0.0
0.12,"[793, 271, 270, 338]",0.0,0.59,0.0,0.0,0.29,0.0
0.13,"[793, 272, 270, 337]",0.0,0.58,0.0,0.0,0.28,0.0
0.1,"[793, 271, 270, 338]",0.0,0.58,0.0,0.0,0.31,0.0
0.1,"[793, 271, 270, 338]",0.0,0.59,0.0,0.0,0.3,0.0
0.1,"[793, 271, 270, 338]",0.0,0.59,0.0,0.0,0.3,0.0
0.11,"[793, 270, 270, 341]",0.0,0.58,0.0,0.01,0.3,0.0
0.11,"[793, 270, 270, 341]",0.0,0.59,0.0,0.01,0.3,0.0
0.11,"[793, 271, 269, 338]",0.0,0.6,0.0,0.0,0.28,0.0
0.11,"[793, 271, 269, 338]",0.0,0.6,0.0,0.0,0.28,0.0
0.11,"[793, 271, 269, 338]",0.0,0.6,0.0,0.0,0.28,0.0
0.15,"[795, 270, 269, 338]",0.0,0.55,0.0,0.01,0.29,0.0
0.15,"[795, 270, 269, 338]",0.0,0.56,0.0,0.01,0.29,0.0
0.11,"[793, 266, 271, 344]",0.0,0.62,0.0,0.01,0.27,0.0
0.11,"[793, 266, 271, 344]",0.0,0.61,0.0,0.01,0.27,0.0
0.11,"[793, 266, 271, 344]",0.0,0.61,0.0,0.01,0.27,0.0
0.14,"[794, 268, 270, 341]",0.0,0.59,0.0,0.01,0.26,0.0
0.14,"[794, 268, 270, 341]",0.0,0.6,0.0,0.01,0.25,0.0
0.12,"[794, 268, 270, 343]",0.0,0.59,0.0,0.01,0.28,0.0
0.12,"[794, 268, 270, 343]",0.0,0.59,0.0,0.01,0.28,0.0
0.12,"[794, 268, 270, 343]",0.0,0.59,0.0,0.01,0.28,0.0
0.15,"[794, 268, 272, 341]",0.0,0.59,0.0,0.01,0.25,0.0
0.14,"[794, 268, 272, 341]",0.0,0.6,0.0,0.01,0.25,0.0
0.07,"[795, 266, 271, 344]",0.0,0.6,0.0,0.02,0.31,0.0
0.07,"[795, 266, 271, 344]",0.0,0.6,0.0,0.02,0.3,0.0
0.07,"[795, 266, 271, 344]",0.0,0.6,0.0,0.02,0.31,0.0
0.06,"[794, 265, 271, 347]",0.0,0.58,0.0,0.02,0.34,0.0
0.06,"[794, 265, 271, 347]",0.0,0.58,0.0,0.02,0.34,0.0
0.08,"[795, 267, 272, 346]",0.0,0.57,0.0,0.02,0.33,0.0
0.08,"[795, 267, 273, 346]",0.0,0.58,0.0,0.02,0.33,0.0
0.08,"[795, 267, 273, 346]",0.0,0.58,0.0,0.02,0.33,0.0
0.07,"[793, 267, 271, 348]",0.0,0.6,0.0,0.02,0.31,0.0
0.07,"[792, 267, 273, 348]",0.0,0.6,0.0,0.02,0.31,0.0
0.08,"[794, 269, 270, 345]",0.0,0.55,0.0,0.01,0.35,0.0
0.08,"[794, 269, 270, 345]",0.0,0.55,0.0,0.01,0.35,0.0
0.08,"[794, 269, 270, 345]",0.0,0.55,0.0,0.01,0.35,0.0
0.08,"[794, 269, 271, 346]",0.0,0.6,0.0,0.02,0.3,0.0
0.09,"[794, 270, 272, 344]",0.0,0.58,0.0,0.02,0.31,0.0
0.09,"[794, 271, 270, 344]",0.0,0.57,0.0,0.01,0.33,0.0
0.1,"[794, 271, 271, 344]",0.0,0.56,0.0,0.01,0.33,0.0
0.1,"[794, 271, 271, 344]",0.0,0.56,0.0,0.01,0.33,0.0
0.09,"[794, 271, 272, 344]",0.0,0.56,0.0,0.01,0.33,0.0
0.1,"[794, 271, 271, 343]",0.0,0.53,0.0,0.01,0.36,0.0
0.09,"[793, 272, 272, 343]",0.0,0.55,0.0,0.01,0.34,0.0
0.09,"[794, 272, 270, 343]",0.0,0.55,0.0,0.01,0.34,0.0
0.09,"[794, 272, 270, 343]",0.0,0.55,0.0,0.01,0.34,0.0
0.1,"[794, 272, 272, 342]",0.0,0.48,0.0,0.01,0.4,0.0
0.09,"[794, 272, 271, 343]",0.0,0.56,0.0,0.01,0.33,0.0
0.09,"[795, 274, 270, 340]",0.0,0.57,0.0,0.01,0.33,0.0
0.09,"[795, 274, 270, 340]",0.0,0.58,0.0,0.01,0.32,0.0
0.09,"[795, 274, 270, 340]",0.0,0.58,0.0,0.01,0.32,0.0
0.09,"[795, 274, 270, 340]",0.0,0.59,0.0,0.01,0.31,0.0
0.09,"[795, 274, 270, 340]",0.0,0.58,0.0,0.01,0.32,0.0
0.09,"[795, 273, 270, 341]",0.0,0.57,0.0,0.01,0.33,0.0
0.09,"[795, 274, 270, 340]",0.0,0.57,0.0,0.01,0.33,0.0
0.09,"[795, 274, 270, 340]",0.0,0.57,0.0,0.01,0.33,0.0
0.1,"[793, 274, 273, 341]",0.0,0.6,0.0,0.01,0.28,0.0
0.1,"[793, 274, 273, 341]",0.0,0.6,0.0,0.01,0.29,0.0
0.11,"[794, 274, 272, 341]",0.0,0.54,0.0,0.01,0.33,0.0
0.12,"[795, 273, 271, 343]",0.0,0.53,0.0,0.01,0.34,0.0
0.12,"[795, 273, 271, 343]",0.0,0.53,0.0,0.01,0.34,0.0
0.16,"[793, 271, 275, 344]",0.0,0.52,0.0,0.01,0.31,0.0
0.16,"[794, 271, 274, 344]",0.0,0.52,0.0,0.01,0.31,0.0
0.14,"[795, 272, 272, 342]",0.0,0.53,0.0,0.01,0.32,0.0
0.14,"[795, 272, 272, 342]",0.0,0.53,0.0,0.01,0.32,0.0
0.14,"[795, 272, 272, 342]",0.0,0.53,0.0,0.01,0.32,0.0
0.14,"[794, 270, 274, 345]",0.0,0.52,0.0,0.01,0.33,0.0
0.14,"[794, 270, 274, 345]",0.0,0.52,0.0,0.01,0.34,0.0
0.15,"[795, 271, 273, 343]",0.0,0.51,0.0,0.01,0.34,0.0
0.14,"[794, 270, 274, 344]",0.0,0.55,0.0,0.01,0.3,0.0
0.14,"[794, 270, 274, 344]",0.0,0.55,0.0,0.01,0.3,0.0
0.16,"[794, 270, 273, 343]",0.0,0.54,0.0,0.01,0.29,0.0
0.16,"[794, 270, 273, 343]",0.0,0.54,0.0,0.01,0.29,0.0
0.27,"[792, 265, 279, 348]",0.0,0.49,0.0,0.02,0.22,0.0
0.28,"[792, 265, 279, 347]",0.0,0.48,0.0,0.02,0.22,0.0
0.28,"[792, 265, 279, 347]",0.0,0.49,0.0,0.02,0.22,0.0
0.3,"[792, 265, 278, 347]",0.0,0.44,0.0,0.02,0.24,0.0
0.3,"[792, 265, 278, 347]",0.0,0.44,0.0,0.02,0.24,0.0
0.32,"[791, 262, 278, 349]",0.0,0.38,0.0,0.04,0.24,0.01
0.33,"[791, 262, 278, 349]",0.0,0.38,0.0,0.04,0.24,0.01
0.33,"[791, 262, 278, 349]",0.0,0.38,0.0,0.04,0.24,0.01
0.34,"[791, 262, 277, 347]",0.0,0.35,0.0,0.05,0.25,0.01
0.34,"[791, 262, 278, 347]",0.0,0.33,0.0,0.05,0.26,0.02
0.35,"[791, 259, 279, 348]",0.0,0.33,0.0,0.06,0.23,0.03
0.37,"[791, 260, 279, 347]",0.0,0.3,0.0,0.07,0.23,0.03
0.35,"[791, 259, 279, 349]",0.0,0.33,0.0,0.06,0.23,0.03
